"","uniqid","at_sexviol","f_gender","age","politics_n","f_urban","f_occup","region","complete"
"12463",310000397,3,"Man",50,7,"Small/middle town","Skilled manual worker","Eastern",TRUE
"12464",310000398,0,"Man",34,4,"Small/middle town","Skilled manual worker","Eastern",TRUE
"12465",310000401,0,"Man",36,5,"Small/middle town","Skilled manual worker","Eastern",TRUE
"12466",310000402,2,"Woman",54,3,"Small/middle town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"12467",310000404,0,"Man",39,7,"Large town","Employed position, travelling","Eastern",TRUE
"12468",310000425,2,"Woman",35,7,"Large town","Business proprietors, etc.","Eastern",TRUE
"12469",310000426,1,"Man",25,9,"Large town","Student","Eastern",TRUE
"12470",310000429,3,"Woman",70,4,"Large town","Retired, unable to work","Eastern",TRUE
"12471",310000430,4,"Woman",67,5,"Large town","Retired, unable to work","Eastern",TRUE
"12472",310000432,1,"Man",60,7,"Large town","Business proprietors, etc.","Eastern",TRUE
"12473",310000433,2,"Man",30,8,"Large town","Skilled manual worker","Eastern",TRUE
"12474",310000438,2,"Woman",73,3,"Large town","Retired, unable to work","Eastern",TRUE
"12475",310000439,3,"Woman",81,8,"Large town","Retired, unable to work","Eastern",TRUE
"12476",310000443,2,"Man",75,4,"Large town","Retired, unable to work","Eastern",TRUE
"12477",310000444,1,"Woman",78,5,"Large town","Retired, unable to work","Eastern",TRUE
"12478",310000445,1,"Woman",44,10,"Large town","Employed position, at desk","Eastern",TRUE
"12479",310000446,1,"Woman",80,6,"Large town","Retired, unable to work","Eastern",TRUE
"12480",310000449,1,"Man",48,7,"Large town","Unemployed, temporarily not working","Eastern",TRUE
"12481",310000450,3,"Man",59,5,"Large town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"12482",310000451,1,"Woman",32,6,"Large town","Skilled manual worker","Eastern",TRUE
"12483",310000452,1,"Man",50,4,"Large town","Unemployed, temporarily not working","Eastern",TRUE
"12484",310000453,1,"Woman",45,5,"Large town","Skilled manual worker","Eastern",TRUE
"12485",310000454,0,"Man",44,5,"Large town","Professional (lawyer, etc.)","Eastern",TRUE
"12486",310000455,0,"Woman",61,7,"Large town","Retired, unable to work","Eastern",TRUE
"12487",310000457,4,"Man",75,2,"Large town","Retired, unable to work","Eastern",TRUE
"12488",310000459,2,"Man",29,6,"Large town","Unemployed, temporarily not working","Eastern",TRUE
"12489",310000460,0,"Man",58,6,"Rural area or village","Skilled manual worker","Eastern",TRUE
"12490",310000465,0,"Man",28,3,"Rural area or village","Employed position, at desk","Eastern",TRUE
"12491",310000466,1,"Man",65,4,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12492",310000470,0,"Woman",61,3,"Rural area or village","Employed position, at desk","Eastern",TRUE
"12493",310000471,0,"Woman",19,8,"Rural area or village","Student","Eastern",TRUE
"12494",310000472,0,"Man",68,5,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12495",310000477,2,"Woman",48,6,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12496",310000479,0,"Man",71,4,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12497",310000482,5,"Man",24,5,"Small/middle town","General management, etc.","Eastern",TRUE
"12498",310000483,2,"Man",48,7,"Small/middle town","Skilled manual worker","Eastern",TRUE
"12499",310000491,0,"Woman",80,1,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12500",310000502,0,"Woman",56,2,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12501",310000503,2,"Man",43,3,"Large town","Unskilled manual worker, etc.","Eastern",TRUE
"12502",310000504,1,"Woman",43,7,"Large town","Unskilled manual worker, etc.","Eastern",TRUE
"12503",310000505,1,"Man",26,3,"Large town","Unskilled manual worker, etc.","Eastern",TRUE
"12504",310000507,1,"Woman",58,8,"Large town","Unskilled manual worker, etc.","Eastern",TRUE
"12505",310000508,2,"Man",44,8,"Large town","Skilled manual worker","Eastern",TRUE
"12506",310000509,1,"Man",38,8,"Large town","Skilled manual worker","Eastern",TRUE
"12507",310000510,2,"Woman",47,3,"Large town","Unskilled manual worker, etc.","Eastern",TRUE
"12508",310000512,3,"Man",72,3,"Large town","Retired, unable to work","Eastern",TRUE
"12509",310000514,0,"Woman",58,7,"Large town","Middle management, etc.","Eastern",TRUE
"12510",310000516,1,"Man",60,6,"Large town","Employed position, at desk","Eastern",TRUE
"12511",310000519,0,"Man",35,5,"Large town","Employed position, service job","Eastern",TRUE
"12512",310000522,0,"Woman",66,8,"Large town","Retired, unable to work","Eastern",TRUE
"12513",310000524,0,"Woman",69,1,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12514",310000528,0,"Man",36,5,"Small/middle town","Unemployed, temporarily not working","Eastern",TRUE
"12515",310000530,0,"Man",69,1,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12516",310000537,6,"Man",64,1,"Small/middle town","Unemployed, temporarily not working","Eastern",TRUE
"12517",310000538,4,"Man",66,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12518",310000541,3,"Man",50,3,"Small/middle town","Unemployed, temporarily not working","Eastern",TRUE
"12519",310000543,3,"Woman",53,1,"Small/middle town","Unemployed, temporarily not working","Eastern",TRUE
"12520",310000553,5,"Man",62,3,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12521",310000557,5,"Man",42,8,"Small/middle town","Unskilled manual worker, etc.","Eastern",TRUE
"12522",310000558,0,"Woman",68,8,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12523",310000560,1,"Man",62,8,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12524",310000562,0,"Woman",65,3,"Small/middle town","Employed position, at desk","Eastern",TRUE
"12525",310000563,0,"Woman",69,1,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12526",310000565,0,"Man",30,7,"Small/middle town","Skilled manual worker","Eastern",TRUE
"12527",310000566,0,"Woman",46,8,"Small/middle town","Skilled manual worker","Eastern",TRUE
"12528",310000568,0,"Woman",40,5,"Small/middle town","Unemployed, temporarily not working","Eastern",TRUE
"12529",310000569,0,"Man",58,5,"Small/middle town","Employed position, service job","Eastern",TRUE
"12530",310000570,0,"Woman",83,1,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12531",310000571,0,"Man",58,1,"Small/middle town","Employed position, service job","Eastern",TRUE
"12532",310000575,0,"Man",47,10,"Small/middle town","Employed position, travelling","Eastern",TRUE
"12533",310000581,0,"Woman",69,1,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12534",310000583,1,"Man",32,10,"Small/middle town","Skilled manual worker","Eastern",TRUE
"12535",310000586,0,"Man",52,5,"Small/middle town","Employed position, service job","Eastern",TRUE
"12536",310000588,0,"Man",71,1,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12537",310000594,0,"Woman",37,10,"Small/middle town","Skilled manual worker","Eastern",TRUE
"12538",310000598,0,"Man",55,4,"Small/middle town","Employed position, travelling","Eastern",TRUE
"12539",310000600,2,"Man",24,8,"Small/middle town","Student","Eastern",TRUE
"12540",310000603,3,"Woman",43,10,"Large town","Employed position, at desk","Eastern",TRUE
"12541",310000604,2,"Woman",52,1,"Large town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"12542",310000606,3,"Man",20,10,"Large town","Employed position, travelling","Eastern",TRUE
"12543",310000607,3,"Woman",27,1,"Large town","Employed position, at desk","Eastern",TRUE
"12544",310000609,2,"Woman",62,1,"Large town","Employed position, service job","Eastern",TRUE
"12545",310000613,1,"Woman",44,6,"Large town","Skilled manual worker","Eastern",TRUE
"12546",310000630,0,"Woman",35,6,"Large town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"12547",310000632,0,"Woman",49,7,"Large town","Employed position, at desk","Eastern",TRUE
"12548",310000634,0,"Woman",62,6,"Large town","Employed position, at desk","Eastern",TRUE
"12549",310000636,0,"Woman",48,6,"Large town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"12550",310000638,0,"Man",46,7,"Large town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"12551",310000639,0,"Woman",36,6,"Large town","Employed position, at desk","Eastern",TRUE
"12552",310000643,0,"Woman",48,6,"Large town","Employed position, service job","Eastern",TRUE
"12553",310000645,0,"Man",36,7,"Large town","Skilled manual worker","Eastern",TRUE
"12554",310000654,1,"Woman",73,4,"Large town","Retired, unable to work","Eastern",TRUE
"12555",310000662,2,"Woman",34,10,"Large town","Employed position, service job","Eastern",TRUE
"12556",310000665,4,"Woman",29,10,"Large town","Middle management, etc.","Eastern",TRUE
"12557",310000668,1,"Woman",51,5,"Large town","Skilled manual worker","Eastern",TRUE
"12558",310000669,4,"Man",71,2,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12559",310000672,3,"Woman",38,8,"Rural area or village","Skilled manual worker","Eastern",TRUE
"12560",310000674,1,"Woman",70,2,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12561",310000676,2,"Man",57,8,"Rural area or village","Skilled manual worker","Eastern",TRUE
"12562",310000677,2,"Woman",58,9,"Rural area or village","Unemployed, temporarily not working","Eastern",TRUE
"12563",310000679,2,"Man",66,5,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12564",310000682,0,"Woman",40,10,"Rural area or village","Skilled manual worker","Eastern",TRUE
"12565",310000684,0,"Man",63,7,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12566",310000686,0,"Woman",76,5,"Large town","Retired, unable to work","Eastern",TRUE
"12567",310000694,0,"Man",43,5,"Large town","Skilled manual worker","Eastern",TRUE
"12568",310000695,0,"Man",31,5,"Large town","Skilled manual worker","Eastern",TRUE
"12569",310000697,1,"Man",29,8,"Large town","Employed position, service job","Eastern",TRUE
"12570",310000705,3,"Woman",62,1,"Large town","Retired, unable to work","Eastern",TRUE
"12571",310000715,4,"Man",55,3,"Small/middle town","Employed position, at desk","Eastern",TRUE
"12572",310000724,2,"Man",81,8,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12573",310000728,3,"Woman",31,5,"Small/middle town","Responsible for ordinary shopping, etc.","Eastern",TRUE
"12574",310000731,1,"Woman",73,6,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12575",310000760,2,"Woman",26,5,"Small/middle town","Skilled manual worker","Eastern",TRUE
"12576",310000761,0,"Man",40,9,"Small/middle town","Unskilled manual worker, etc.","Eastern",TRUE
"12577",310000765,1,"Woman",43,3,"Small/middle town","Unskilled manual worker, etc.","Eastern",TRUE
"12578",310000766,1,"Man",70,1,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12579",310000767,1,"Woman",28,10,"Small/middle town","Skilled manual worker","Eastern",TRUE
"12580",310000768,1,"Man",35,8,"Small/middle town","Skilled manual worker","Eastern",TRUE
"12581",310000772,2,"Man",60,1,"Small/middle town","Responsible for ordinary shopping, etc.","Eastern",TRUE
"12582",310000776,2,"Woman",33,10,"Small/middle town","Skilled manual worker","Eastern",TRUE
"12583",310000778,2,"Man",40,10,"Small/middle town","Business proprietors, etc.","Eastern",TRUE
"12584",310000793,2,"Man",56,8,"Small/middle town","Employed position, travelling","Eastern",TRUE
"12585",310000796,0,"Woman",71,3,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12586",310000801,0,"Woman",69,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12587",310000804,2,"Man",76,1,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12588",310000806,0,"Woman",72,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12589",310000808,0,"Woman",58,3,"Small/middle town","Owner of a shop, craftsmen, etc.","Eastern",TRUE
"12590",310000812,1,"Man",39,10,"Small/middle town","Employed position, travelling","Eastern",TRUE
"12591",310000813,2,"Woman",40,5,"Large town","Employed position, at desk","Eastern",TRUE
"12592",310000815,0,"Woman",69,7,"Large town","Retired, unable to work","Eastern",TRUE
"12593",310000816,2,"Man",52,3,"Large town","Skilled manual worker","Eastern",TRUE
"12594",310000817,0,"Woman",47,5,"Small/middle town","Supervisor","Eastern",TRUE
"12595",310000820,0,"Woman",67,5,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12596",310000821,0,"Man",68,5,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12597",310000822,1,"Woman",45,6,"Small/middle town","Middle management, etc.","Eastern",TRUE
"12598",310000824,0,"Man",50,5,"Small/middle town","Skilled manual worker","Eastern",TRUE
"12599",310000828,0,"Woman",36,8,"Large town","Employed position, travelling","Eastern",TRUE
"12600",310000832,0,"Woman",51,6,"Large town","Professional (lawyer, etc.)","Eastern",TRUE
"12601",310000834,0,"Man",44,4,"Large town","Employed position, service job","Eastern",TRUE
"12602",310000837,0,"Woman",75,5,"Large town","Retired, unable to work","Eastern",TRUE
"12603",310000838,0,"Man",34,8,"Large town","Skilled manual worker","Eastern",TRUE
"12604",310000839,0,"Woman",49,3,"Large town","Employed position, service job","Eastern",TRUE
"12605",310000840,0,"Man",83,4,"Large town","Retired, unable to work","Eastern",TRUE
"12606",310000844,0,"Woman",57,5,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12607",310000847,0,"Woman",82,1,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12608",310000848,0,"Woman",57,1,"Rural area or village","Employed position, service job","Eastern",TRUE
"12609",310000849,0,"Man",39,5,"Rural area or village","Employed position, service job","Eastern",TRUE
"12610",310000852,0,"Woman",81,1,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12611",310000853,0,"Woman",70,1,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12612",310000855,0,"Woman",60,4,"Small/middle town","Skilled manual worker","Eastern",TRUE
"12613",310000857,0,"Woman",73,1,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12614",310000860,0,"Woman",61,3,"Large town","Retired, unable to work","Eastern",TRUE
"12615",310000864,3,"Woman",56,8,"Large town","Employed position, service job","Eastern",TRUE
"12616",310000869,2,"Woman",30,5,"Large town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"12617",310000871,0,"Woman",53,8,"Rural area or village","Unskilled manual worker, etc.","Eastern",TRUE
"12618",310000874,1,"Man",31,10,"Rural area or village","Skilled manual worker","Eastern",TRUE
"12619",310000875,1,"Man",74,4,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12620",310000880,0,"Woman",45,10,"Rural area or village","Skilled manual worker","Eastern",TRUE
"12621",310000882,1,"Man",53,10,"Rural area or village","Employed position, travelling","Eastern",TRUE
"12622",310000887,1,"Man",75,1,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12623",310000888,2,"Man",81,4,"Large town","Retired, unable to work","Eastern",TRUE
"12624",310000892,0,"Woman",49,3,"Large town","Employed position, at desk","Eastern",TRUE
"12625",310000895,1,"Man",50,8,"Large town","Employed position, travelling","Eastern",TRUE
"12626",310000896,0,"Man",43,5,"Large town","Middle management, etc.","Eastern",TRUE
